name,2SFCA_Accessibility_2015,M2SFCA_Accessibility_2015,Relative_Accessibility_2015,2SFCA_Gini_2015,M2SFCA_Gini_2015,2SFCA_Accessibility_2016,M2SFCA_Accessibility_2016,Relative_Accessibility_2016,2SFCA_Gini_2016,M2SFCA_Gini_2016,2SFCA_Accessibility_2017,M2SFCA_Accessibility_2017,Relative_Accessibility_2017,2SFCA_Gini_2017,M2SFCA_Gini_2017,2SFCA_Accessibility_2018,M2SFCA_Accessibility_2018,Relative_Accessibility_2018,2SFCA_Gini_2018,M2SFCA_Gini_2018,2SFCA_Accessibility_2019,M2SFCA_Accessibility_2019,Relative_Accessibility_2019,2SFCA_Gini_2019,M2SFCA_Gini_2019,2SFCA_Accessibility_2020,M2SFCA_Accessibility_2020,Relative_Accessibility_2020,2SFCA_Gini_2020,M2SFCA_Gini_2020,2SFCA_Accessibility_2021,M2SFCA_Accessibility_2021,Relative_Accessibility_2021,2SFCA_Gini_2021,M2SFCA_Gini_2021,2SFCA_Accessibility_2022,M2SFCA_Accessibility_2022,Relative_Accessibility_2022,2SFCA_Gini_2022,M2SFCA_Gini_2022,2SFCA_Accessibility_2023,M2SFCA_Accessibility_2023,Relative_Accessibility_2023,2SFCA_Gini_2023,M2SFCA_Gini_2023,2SFCA_Accessibility_2024,M2SFCA_Accessibility_2024,Relative_Accessibility_2024,2SFCA_Gini_2024,M2SFCA_Gini_2024,2SFCA_Accessibility_2025,M2SFCA_Accessibility_2025,Relative_Accessibility_2025,2SFCA_Gini_2025,M2SFCA_Gini_2025,clusting_efficiency,clusting_equity,clusting
固原市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0873450894907426,0.0428628375445314,0.4907297913876919,0.9999835764714846,0.999986638272891,0.0,0.0,,0.0,,2.9785194764316496,2.071522602294034,0.6954873448656366,0.9656119220412578,0.9751717601307088,3.429810302807364,2.339708760847024,0.6821685616058499,0.9641705722070614,0.9758263077924056,3.881101141353775,2.602846223227731,0.6706463265009958,0.9574042155402344,0.9704021813520222,3.9713592773290345,2.678901484287005,0.6745553089542478,0.9576701657034392,0.9697786022651552,7.040136899008599,4.508206438691306,0.6403577804468771,0.937776580973696,0.9486029938741148,30.77803438434998,19.870605128659733,0.6456099463831758,0.8226231661218195,0.8475312327415163,Increased efficiency,Slowly increased equlity,Increased efficiency & Slowly increased equlity
抚顺市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.587950822287581,0.4070190333760438,0.6922671385889497,0.9785932668714882,0.9830853599846264,0.3429713159975778,0.2418348606335641,0.705116869409779,0.9884157591046024,0.9891832128998548,0.3919672119925027,0.2672987895438426,0.681941706769482,0.9773861221827078,0.9803456238870034,0.3919672111226619,0.2672992838101709,0.6819429692717905,0.977386120392396,0.9803456063364504,2.302807425129583,1.521589621669971,0.6607541755621829,0.9175514874914386,0.9369416262666542,5.585532895270242,3.534566976387329,0.6328074765042303,0.8287935108169981,0.858768679268752,Stable efficiency,Slowly increased equlity,Stable efficiency & Slowly increased equlity
安庆市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.021610871070276,0.0151578647698955,0.7013999908011072,0.9997450516895982,0.9997344974760654,1.4713309083175443,0.9133107213019503,0.6207378069331216,0.9481234332250096,0.9598735506375186,2.211032160122229,1.4080344895606605,0.6368222565712578,0.9224182996847786,0.943445320548657,2.216323630044646,1.4113459727302309,0.6367959776261559,0.9223779056125542,0.94339221860235,3.1071988146716376,2.019325839779995,0.6498862674139483,0.8941403403537502,0.913873976107442,3.4548574368038105,2.227064420777113,0.6446183269540162,0.8944506670142367,0.9149108664500456,3.4114001120094257,2.2007729501738043,0.6451230808213456,0.8961233917481329,0.916173132076107,9.017395075422176,5.79500234923361,0.6426470505909713,0.8412546065220081,0.8727102269349916,15.014505993349845,9.690428618166337,0.6454044257239216,0.7594433215567946,0.7963994415692699,Stable efficiency,Slowly increased equlity,Stable efficiency & Slowly increased equlity
白杨市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,
新星市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,3.5598592761635985,2.4375582624861107,0.6847344440853929,0.9755063775825644,0.9772359148935156,10.679577260732472,7.591754521522528,0.7108665760990841,0.9479640313082984,0.9631967353359194,10.679577260732472,7.591754521522528,0.7108665760990841,0.9479640313082984,0.9631967353359194,17.79929490858336,12.325350390119578,0.6924628449285326,0.9578695460089216,0.965869131912117,78.31689716428123,54.91199550955475,0.701151315971683,0.8590517292488588,0.8745388979524179,Stable efficiency,Slowly increased equlity,Stable efficiency & Slowly increased equlity
克拉玛依市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,6.78837080193649,3.967095911700769,0.5843958775158676,0.8877367029720071,0.9137432086376388,7.63691721072099,4.449024808514289,0.5825681601299254,0.8674259138949494,0.8929106312092521,7.976335735236715,4.763405992145117,0.5971922634978896,0.867620547737339,0.8943556459261047,8.146044964005114,4.859871193963532,0.5965927287951172,0.863542244435787,0.8962863824765419,0.0,0.0,,0.0,,24.9472626089782,15.483871343339231,0.620664142035639,0.6674957871228778,0.7206767447845256,Stable efficiency,Quickly increased equlity,Stable efficiency & Quickly increased equlity
湘潭市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.034529929958972,0.0253183028654647,0.7332277504051578,0.999495313433919,0.9996185468378368,0.2764249254268102,0.1797559899250703,0.6502886440053135,0.9812332551406104,0.9856152175723844,0.1729996668059044,0.1013394153888827,0.5857780957611881,0.9926036064737236,0.9955787180694006,4.401600678893055,2.79274805215207,0.6344846468113526,0.8806541011596235,0.9066621960245324,4.366942391723872,2.80784065304156,0.6429763438974864,0.882216407168546,0.91106762606924,4.921474737140493,3.148387315071104,0.639724367842717,0.8687864379107101,0.8994205943334976,4.921474783248993,3.1468575643359835,0.6394135300757415,0.8679698255221833,0.8990017732787452,6.342463955118725,4.0672112130567735,0.6412667445708233,0.8329304594890377,0.8602206744186242,11.367913509359756,7.336834418140057,0.6453985080111038,0.7608120695136926,0.7997880883091653,Stable efficiency,Slowly increased equlity,Stable efficiency & Slowly increased equlity
昆玉市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.4270423807514765,0.5460015132284317,0.3826105801713533,0.998094410698966,0.9981433773451178,12.843382402608595,8.50332083601392,0.6620779923431094,0.9943775955741444,0.9957365192135352,,,
惠州市,0.0355696883178689,0.0240912926117101,0.677298389471901,0.9994423332333372,0.9997168711059222,0.034449610406791,0.0224512797027627,0.6517136024951072,0.999415014942372,0.9997161302475228,0.2669102633980807,0.17732371378505,0.6643570446767806,0.9819973657409244,0.9865684910351518,1.1960171858272306,0.7742580755777845,0.647363670650155,0.9069773695173962,0.93052042852006,1.0024338793904743,0.6453011186526464,0.6437343468928035,0.9170383598542976,0.9397829908268732,9.48081161837158,6.197892847088987,0.653730197009603,0.7193495632264598,0.7739759808879145,11.060946821439346,7.229311792679971,0.6535888752911688,0.6966219731882015,0.748106410899816,13.112083965412468,8.530634905387506,0.6505933708089366,0.6645459650284157,0.7212185165902695,12.641082144550849,8.240538575197416,0.6518855332927046,0.6716288840230953,0.7304606416255002,24.17303087435305,15.833932460965942,0.6550247068010544,0.5605090662679744,0.6192102956782035,34.01848905804173,22.24448398422124,0.6538939441510204,0.5078456596611882,0.568830360588007,Stable efficiency,Quickly increased equlity,Stable efficiency & Quickly increased equlity
可克达拉市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.1931893033958936,0.9869304753540022,0.8271365428311623,0.9988743474253376,0.9991168158566044,2.3863784176719305,1.504075001102365,0.6302751441113389,0.9903831955472936,0.9963160646836052,2.3863784821240888,1.4218177904771134,0.5958056532640076,0.9902003354071052,0.9958968137987017,2.3863784176719305,1.504075001102365,0.6302751441113389,0.9903831955472936,0.9963160646836052,13.125082227376389,6.719351139758746,0.5119473557082542,0.9761447470779326,0.9860927848053676,52.50032822137632,32.027900231394376,0.610051428561426,0.9101292128265152,0.923856297607899,Decreased efficiency,Slowly increased equlity,Decreased efficiency & Slowly increased equlity
襄阳市,0.0721412729247556,0.0451344835133618,0.6256402428667668,0.9989227946777812,0.9991011147486212,0.0725679786233646,0.0454968275465268,0.6269545936047095,0.9989004008046276,0.9990844562005152,0.0730150186516704,0.0455914257496255,0.624411615466765,0.997998288711484,0.99840277369361,0.4776512488035202,0.3116481370968332,0.6524595881984773,0.9807690681176574,0.9849115515325886,0.4070878469216921,0.2568245694127565,0.6308824283377823,0.9797590718814312,0.9844655166430092,3.1699030536814474,2.056711814260577,0.6488248313688845,0.933591737649416,0.9490900856100136,4.437864278793003,2.8715200265083807,0.6470499875875807,0.9060468192986736,0.9275719947159576,5.015905422470957,3.2411299019906576,0.6461704575749353,0.9008988886501182,0.9221688875619108,4.997258928669192,3.212957450828011,0.6429439612174841,0.9039761629835572,0.9231757457969882,9.658881104049987,6.246028994292654,0.6466617537795016,0.8089716199051342,0.840090429830846,15.98004076944465,10.31767884588682,0.64566035811468,0.7550962296620094,0.7894876573956793,Stable efficiency,Slowly increased equlity,Stable efficiency & Slowly increased equlity
南宁市,0.055846914368955,0.0261608255225181,0.4684381548761226,0.9981041507941694,0.9979650957233854,0.0554726683974972,0.0259928006590894,0.4685695029637719,0.9981372579442644,0.9980033211597052,0.0827142732494747,0.0446372596829796,0.539656070583478,0.9945216385219906,0.9947917316904002,0.2604477184744792,0.1456229637122262,0.5591255111205573,0.9824102069135432,0.9855460398371778,0.3000675746107336,0.1747181974184923,0.5822628374463574,0.9724564518549824,0.9765106208131802,3.177212272814442,2.003283647313254,0.6305161491582376,0.7986553197418021,0.8353386689821083,4.575728783191241,2.92604708543023,0.6394712676544441,0.778761874318922,0.8262188770970479,5.09168632338754,3.2395065788991744,0.6362345150798497,0.7792213772278898,0.822411484131773,4.901596723676139,3.0983744394029804,0.6321153318135966,0.784500370745095,0.8246133448755589,15.492304337008882,9.89411823613522,0.6386472935791481,0.5739637971772167,0.626267608955805,23.97844819198441,15.32532784318482,0.6391292597620148,0.5545112240423514,0.5965721879385086,Increased efficiency,Quickly increased equlity,Increased efficiency & Quickly increased equlity
南充市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0658397737916347,0.0475758629252123,0.7226006437351561,0.9970615355492688,0.9981159284194576,0.0499086272407092,0.0348664691730423,0.6986060547183836,0.997140681778794,0.9978311480057308,1.0262278599852768,0.6771412191847227,0.6598351551227986,0.9399144394979086,0.9604776190052626,1.5309300877853806,1.0199362335683702,0.6662199937841667,0.9131283093513354,0.9431926180132848,1.68234076023283,1.1341804235030264,0.6741680700561876,0.915085196820836,0.9441254871159648,1.6486939435989492,1.113134943279854,0.6751616621153964,0.9155387685998784,0.9456728232275372,3.919853951494248,2.57308856006687,0.6564245994639695,0.8720573202258289,0.9060469715034868,9.23605068356725,6.007602065302698,0.6504513965034214,0.7740482271790703,0.8174708107472904,Stable efficiency,Slowly increased equlity,Stable efficiency & Slowly increased equlity
酒泉市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.1741744683486042,0.1200990434305113,0.689532998545672,0.9973218471121874,0.9980790856142328,0.0864698850324964,0.059121748892373,0.6837264658112399,0.9969614946896064,0.9981594746073698,2.1476832631603595,1.3559704363062708,0.6313642516871565,0.9569534863435574,0.9664719502209468,3.350385945748125,2.215001653467543,0.6611183575070018,0.9404938356095808,0.9538232708514072,4.467181239422004,2.8967814284648963,0.6484584513610875,0.9286585695667752,0.9430144209113752,4.810810558756361,3.009226859390887,0.6255134810730938,0.9201522663130804,0.9358980099363912,7.7316599228639316,4.988763566746633,0.6452383597465207,0.9059255340092148,0.9228846259324462,17.267373644828417,11.085071747067154,0.6419662871190105,0.8487769109577008,0.8739960534354437,Stable efficiency,Slowly increased equlity,Stable efficiency & Slowly increased equlity
淄博市,0.1229543237027008,0.082422677039586,0.6703520019261877,0.9890505517823298,0.9916866010262516,0.1223218383217258,0.0821650092067276,0.6717116937911006,0.989134783824076,0.9918158202075518,0.1217294580041426,0.0829768590509322,0.6816497864313862,0.992200688898542,0.9938567296192208,1.313345954397792,0.8710395500354166,0.6632217102574577,0.9378951290201823,0.9530407100918348,0.9862963210299756,0.6452187661589933,0.6541834866475019,0.9380304719592408,0.9550054795854874,3.9735681518075854,2.6013743325537275,0.6546696151091196,0.8642919153786092,0.9013787402143608,4.535486869274901,2.9459938897913163,0.6495430313663987,0.8463914798203516,0.8859535556023442,5.498776103126197,3.558703703566877,0.647181052078782,0.8423188418828086,0.877258567444244,5.498776131357948,3.543685094257505,0.6444497847528075,0.8420911404064557,0.876568652726492,11.23837454009691,7.261254084370649,0.6461124834791309,0.6757892090980767,0.7315693137221069,20.93147264467829,13.416952106840268,0.6409941782214474,0.5755286578664357,0.6367895936285632,Stable efficiency,Quickly increased equlity,Stable efficiency & Quickly increased equlity
图木舒克市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,5.518285191624829,3.703664160321471,0.6711621512317937,0.9921891137908764,0.9937677675018276,10.248243878216778,6.988803919913784,0.6819513667867411,0.9804892077105164,0.9828088873938304,,,
阿拉尔市,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.305750034326833,1.0447781474527402,0.8001364120134722,0.986613104481436,0.987605947940829,1.305750034326833,1.0447781474527402,0.8001364120134722,0.986613104481436,0.987605947940829,1.305750034326833,1.0447781474527402,0.8001364120134722,0.986613104481436,0.987605947940829,8.705000517913437,5.654586484807631,0.6495791095211811,0.8677971201312111,0.8979544912521065,21.32725142019878,13.652779759057536,0.640156553231569,0.7824578177182808,0.8278023681505956,Decreased efficiency,Quickly increased equlity,Decreased efficiency & Quickly increased equlity
焦作市,0.0536613981744849,0.0366311453291154,0.682634940111063,0.9981235020621072,0.9988379657195656,0.0534377448551582,0.0364633696443663,0.6823523287369151,0.9979914173109516,0.9987567646536104,0.0266115051467056,0.0183566756303121,0.6898022313700127,0.9999978868187228,0.999998666695188,0.1856412349192633,0.1213016368516128,0.6534196828865513,0.9797731394926548,0.989084548295551,0.1057527052854666,0.0732357307596495,0.6925187451418715,0.9988432539216704,0.9991624992918462,2.7696848896137243,1.7265390723991298,0.6233702176278698,0.9335783074366094,0.950272325940206,3.82480294392672,2.385558274789187,0.6237074980757211,0.9081060534904746,0.9284579336400044,4.088582471741674,2.558090492420277,0.625666844218155,0.9095693966131853,0.9296176117377596,4.167716311955733,2.6031582968938007,0.6246006450645987,0.9092763749417634,0.9277596693716228,8.335432587167725,5.369475213455573,0.6441747512566774,0.847310019841438,0.8704702344408084,15.457479414280654,10.02056584926007,0.6482664851555552,0.7719076934358717,0.8123294149619691,Stable efficiency,Slowly increased equlity,Stable efficiency & Slowly increased equlity
