name,gb,2SFCA_Accessibility_2015,M2SFCA_Accessibility_2015,Relative_Accessibility_2015,M2SFCA_Gini_2015,2SFCA_Accessibility_2016,M2SFCA_Accessibility_2016,Relative_Accessibility_2016,M2SFCA_Gini_2016,2SFCA_Accessibility_2017,M2SFCA_Accessibility_2017,Relative_Accessibility_2017,M2SFCA_Gini_2017,2SFCA_Accessibility_2018,M2SFCA_Accessibility_2018,Relative_Accessibility_2018,M2SFCA_Gini_2018,2SFCA_Accessibility_2019,M2SFCA_Accessibility_2019,Relative_Accessibility_2019,M2SFCA_Gini_2019,2SFCA_Accessibility_2020,M2SFCA_Accessibility_2020,Relative_Accessibility_2020,M2SFCA_Gini_2020,2SFCA_Accessibility_2021,M2SFCA_Accessibility_2021,Relative_Accessibility_2021,M2SFCA_Gini_2021,2SFCA_Accessibility_2022,M2SFCA_Accessibility_2022,Relative_Accessibility_2022,M2SFCA_Gini_2022,2SFCA_Accessibility_2023,M2SFCA_Accessibility_2023,Relative_Accessibility_2023,M2SFCA_Gini_2023,2SFCA_Accessibility_2024,M2SFCA_Accessibility_2024,Relative_Accessibility_2024,M2SFCA_Gini_2024,2SFCA_Accessibility_2025,M2SFCA_Accessibility_2025,Relative_Accessibility_2025,M2SFCA_Gini_2025
梅州市,156441400.0,0.1947863502095727,0.1205594304108184,0.618931615491061,0.9905209397386752,0.1954785819169346,0.1209738514752059,0.6188598786060958,0.9905311528216104,0.1979641394921175,0.1224581503592468,0.6185875415285647,0.9905244063671294,0.3013900121099155,0.1642606150290963,0.5450101477456766,0.991211314761198,12.14708380407674,7.871257746991215,0.647995673196023,0.9026972265797282,15.316233664162842,9.854506422362222,0.6434027214810615,0.8698474328463436,19.51765290112729,12.48765626100888,0.6398134204081284,0.838271719299592,33.601444818981115,21.89423096934896,0.6515859983788891,0.7648317258597196,33.70414915079012,21.879291236492858,0.6491572043135213,0.7665982430427485,63.584292035355055,42.15967265897943,0.6630516957794733,0.6576524585142526,95.17908351084432,63.33933185022665,0.6654753283373445,0.5766055614786745
鄂州市,156420700.0,0.2754282321444108,0.217092349476457,0.7881993352178672,0.999116173595928,0.2762461419925955,0.2178056084414792,0.7884476028169011,0.9991137362902748,0.2793904579409189,0.220270051804899,0.788395041936179,0.9991127919746272,3.3975565452135754,2.2588029762191946,0.6648316065265671,0.9909521502737928,0.8610125018989623,0.504492186475843,0.5859289909997659,0.99714566346922,8.428590850201083,5.628404697019425,0.6677752897312778,0.9565083765481112,9.968277463547688,6.6787574143868005,0.670001155045081,0.9405115727143172,16.55962069771328,11.03883147606138,0.6666113721786957,0.9099054701701356,16.368365560898592,10.934994049265748,0.6680565636551825,0.9176893557965218,42.25326804106458,28.307800414809144,0.6699552893115324,0.7318002240897078,62.58352032021385,41.84632576794474,0.6686476815914876,0.6826710669096012
吕梁市,156141100.0,0.0903473827352249,0.0816354450724829,0.9035728828108557,0.9944289950113802,0.0902426058650157,0.0815424182074276,0.9035911299968244,0.9943901518146676,0.1821264756465561,0.1635029005646586,0.8977437244322493,0.994287363131277,0.7368382204452812,0.5196955202027539,0.7053047816774419,0.9727329162175904,0.2795849810308519,0.2041659365641735,0.7302464381720276,0.9920904880435036,6.78473361795166,4.297364252670381,0.6333873213975604,0.9305880744260546,9.306318441790086,5.954473685463573,0.6398312848102176,0.9010390984775788,10.801675465520733,6.910173469790189,0.6397316316202674,0.8820633695028548,10.955428662232922,6.982639820615044,0.6373680150633056,0.8830673554315422,20.009125013079498,12.747384762007291,0.6370785705859013,0.8207396096346884,39.9545880654321,26.06524222327673,0.6523716920968046,0.7610560698623632
舟山市,156330900.0,0.6001374180406333,0.377137316353079,0.6284182672434938,0.984477297439523,0.6060918262207488,0.3813979068809835,0.6292741303890675,0.9841382711224534,0.307355647572445,0.2524826860849199,0.8214675346917408,0.988280554610702,4.98818428867599,3.078662972274869,0.6171911048402817,0.9507143797642654,3.1690699676328906,1.9984002808280552,0.630595190777925,0.9516740678820454,39.80316669033778,25.674510531241715,0.6450368818889529,0.8490542741167195,48.52453061703746,31.49199998714438,0.648991336684609,0.8315057923013666,54.47013897241638,35.197031926816294,0.6461711424059343,0.8245701883082446,55.79679433128414,36.28526288294637,0.6503108882476059,0.8242472562219704,60.606060469991526,39.14302083386287,0.645859845208783,0.6899700919326197,88.43332350503204,57.34854947537279,0.6484947890950807,0.6238374702018071
朝阳市,156211300.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.2656098992637566,0.1500403900037413,0.5648900527413996,0.9919604655506452,0.1355270649126058,0.0955033226260562,0.7046808155082619,0.9985160051561804,1.3772264453092018,0.8990789102481755,0.6528185058531336,0.983358248524447,1.391145663619476,0.9444270526208258,0.6788843737352566,0.9834328801303815,1.6845320851247367,1.1295613651677268,0.6705490356297278,0.9808033559187228,1.6947572427166169,1.1251137401229825,0.6638789979852675,0.9806901102720368,6.993406310611638,5.101871984571402,0.7295260360934465,0.9506158368791552,20.806753019232225,14.195336813470934,0.682246614853832,0.8432849938108894
广安市,156511600.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,1.0408927748556285,0.6527865328931804,0.6271409972883343,0.9912572217657016,0.6631326298580648,0.4347505302522494,0.6556011733961913,0.9887359133235126,4.864641369942459,3.2387792136094062,0.6657796469069859,0.960528579957235,6.036344340825279,3.99868149867216,0.6624342934892059,0.9360043057679432,6.397356476229952,4.1989802656087605,0.6563617771200513,0.9358793740897235,6.191593300985325,4.043692873025488,0.6530940706945301,0.9383131411292536,14.958053355252238,9.762434848171692,0.6526540998561018,0.8679737691770353,31.776386684887843,20.70314008395973,0.6515259362011003,0.7687338049492847
濮阳市,156410900.0,0.1856058803897899,0.1011405495836523,0.5449210411396858,0.993833702537249,0.1862787088257804,0.1015147322058567,0.5449615409391724,0.993835173765381,0.1881837464844466,0.1133965905040878,0.6025844028642507,0.992114499923483,0.3805848564892704,0.2510797624811259,0.6597208433284167,0.9851516696226948,0.480599638174309,0.3023888347174273,0.6291907248747317,0.9932834792204976,11.246151097834936,7.256104906350505,0.6452078442861595,0.8922598159561324,18.38337202873917,11.849097422687718,0.6445551667106414,0.8373101053711971,20.93392704528709,13.344476708034549,0.6374569223999864,0.8315575613370614,20.7527646786014,13.205052368317483,0.6363032864692714,0.8285800643961951,38.6662808286879,24.83443545080214,0.6422762913462465,0.7583961187886155,70.21590649640476,44.96033248250497,0.6403154886963833,0.677201429207078
宣城市,156341800.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,1.4729601467174158,0.9789664442522598,0.6646252082474519,0.9957246640066284,0.9012432755727574,0.6329648314669656,0.7023240545841568,0.9924315104800534,11.621630311698144,7.446301325798459,0.6407277745105292,0.9405028161053394,15.638863025495692,10.00883272608734,0.6399974671924782,0.8842333790476521,22.397784622097387,14.524954029253236,0.6484995848617586,0.8614498736622371,23.00426199298787,14.928388416973256,0.6489401147284667,0.8595492150387607,76.88100849753076,51.11337904773293,0.664837520300928,0.6617286593986463,430.6544144359643,282.651451211939,0.656330091454264,0.6237127122530837
六盘水市,156520200.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.1176481749343385,0.0950604397865295,0.8080060726788528,0.9997109741019496,3.557988693107532,2.4463898931768338,0.687576635056748,0.941243596351119,5.46583146662404,3.72497554068528,0.6815020849858006,0.9111171666007228,6.533688271203513,4.473834892937009,0.6847334472100431,0.9039940600149338,5.914101162038485,4.014027933146636,0.6787215543271282,0.9063996512002276,22.07502908491761,15.041552661324124,0.6813831412616806,0.7291000310302698,38.13697902567139,25.5922948057468,0.6710624559045355,0.6540430647482154
深圳市,156440300.0,1.294700675620895,0.8563980222099897,0.6614641038935815,0.9152404801376932,1.246242607704583,0.8240867907254659,0.6612571144901929,0.9150572905242984,1.785086783932397,1.1827313607218135,0.6625623870881814,0.8811038214996093,7.860442581987968,5.140256993511479,0.6539398945919744,0.6998679057995889,7.004031285820865,4.581100705462895,0.6540662824760634,0.715807838351726,39.962267126883006,26.22931418365391,0.6563520057651883,0.4069686369309919,42.69078144489427,27.95705928591465,0.6548734490138562,0.3939756537870081,44.63302812783804,29.1934140850874,0.6540764834837454,0.3901022132306958,43.80289401724441,28.67816280798314,0.6547093166194239,0.393531071719449,49.59110990057216,32.357141619529216,0.6524786737865671,0.3736024999934086,62.23417176708831,40.6788211444773,0.6536412390401527,0.3260628972509808
