name,gb,2SFCA_Accessibility_2015,M2SFCA_Accessibility_2015,Relative_Accessibility_2015,M2SFCA_Gini_2015,2SFCA_Accessibility_2016,M2SFCA_Accessibility_2016,Relative_Accessibility_2016,M2SFCA_Gini_2016,2SFCA_Accessibility_2017,M2SFCA_Accessibility_2017,Relative_Accessibility_2017,M2SFCA_Gini_2017,2SFCA_Accessibility_2018,M2SFCA_Accessibility_2018,Relative_Accessibility_2018,M2SFCA_Gini_2018,2SFCA_Accessibility_2019,M2SFCA_Accessibility_2019,Relative_Accessibility_2019,M2SFCA_Gini_2019,2SFCA_Accessibility_2020,M2SFCA_Accessibility_2020,Relative_Accessibility_2020,M2SFCA_Gini_2020,2SFCA_Accessibility_2021,M2SFCA_Accessibility_2021,Relative_Accessibility_2021,M2SFCA_Gini_2021,2SFCA_Accessibility_2022,M2SFCA_Accessibility_2022,Relative_Accessibility_2022,M2SFCA_Gini_2022,2SFCA_Accessibility_2023,M2SFCA_Accessibility_2023,Relative_Accessibility_2023,M2SFCA_Gini_2023,2SFCA_Accessibility_2024,M2SFCA_Accessibility_2024,Relative_Accessibility_2024,M2SFCA_Gini_2024,2SFCA_Accessibility_2025,M2SFCA_Accessibility_2025,Relative_Accessibility_2025,M2SFCA_Gini_2025
梅州市,156441400.0,0.104596654282363,0.0647377228826265,0.6189272814392737,0.9907760172968104,0.1041031143699379,0.0644262071770547,0.6188691622434229,0.9907743021870304,0.1035243847525071,0.0640388028434898,0.618586654695757,0.9907680205096208,0.154491849385563,0.0842066373512999,0.5450555332608302,0.9922307082875312,6.109287424406063,3.958020937078252,0.6478694915001557,0.9071447294770724,7.583101523745293,4.880112417192748,0.6435509800193815,0.8734331322044782,9.583128726612903,6.132306455541755,0.6399065097092962,0.843229607149373,16.424339095862024,10.703518122245288,0.6516863820074167,0.7699551326900697,16.46588567513583,10.691603710518292,0.6493184710169011,0.7724440995985211,31.023934254699427,20.57085779556264,0.6630641241913611,0.6694146719704366,46.35216241089263,30.818327995445543,0.6648735763879555,0.5876910683343222
鄂州市,156420700.0,0.1731011262126553,0.1364268162607294,0.788133614411778,0.9991220889562872,0.1723068427039404,0.1357894769848751,0.7880678146844704,0.9991222498968352,0.1713837264080738,0.1350963694753738,0.7882683630865985,0.9991234281080308,2.04687686564528,1.362407476227118,0.6656030458371602,0.9910479110577746,0.5104436775331896,0.2991462136174771,0.5860513643016497,0.9971921774464468,4.926326022005303,3.2900177781814803,0.6678441019707929,0.9566558540601624,5.778588326870353,3.873068498484569,0.6702447517285244,0.9409786391108036,9.533342957101413,6.35600395789247,0.6667130288392558,0.910352932310282,9.388036541467978,6.274407004985879,0.6683407097182826,0.917948105644089,24.16005276521687,16.19113222505432,0.6701612940334563,0.733371737801022,35.59961261781363,23.811020979135144,0.6688561820816104,0.6850165035237459
吕梁市,156141100.0,0.0571029595986088,0.0515979415710776,0.9035948737818955,0.9950986254379428,0.0567964311565908,0.0513205962635315,0.9035883983984464,0.9950923030213183,0.1128908992205354,0.1013481826276603,0.8977533470583302,0.9950256685688889,0.4490222183613555,0.3167340108419176,0.7053860541640781,0.9755986699606164,0.1678052285149512,0.1225425758003083,0.7302667317627112,0.9924489474207864,4.017227219581465,2.5444309116886985,0.6333798843356911,0.9326512051810452,5.46493185766741,3.496568103549284,0.6398191587043356,0.9027110601232926,6.306996648855392,4.03463315426572,0.6397075151447772,0.8853131964798311,6.3740172233472805,4.062318663178262,0.6373247076111535,0.8866051526877184,11.606587087939754,7.395095238452158,0.6371464050906317,0.8250894602679193,23.05235697963854,15.044520033613596,0.6526239397950488,0.7671756493248579
舟山市,156330900.0,0.3658547954087381,0.2300553761356773,0.6288160740893288,0.9850336150222496,0.3642907910102294,0.2292169619671628,0.6292142640540324,0.9846774516227098,0.1812250594130516,0.1488692117329671,0.8214604106911152,0.9886574623541016,2.887409115851922,1.78232766621855,0.6172757633940902,0.9520078176464366,1.8007959683218346,1.1351584472727874,0.6303648315753637,0.9534080590380596,22.298027613974263,14.383071607650797,0.6450378417612537,0.8500093198443539,26.98652293423324,17.511969062979276,0.648915353254524,0.8329878895733824,30.09415673265627,19.45564805600088,0.6464925476675292,0.8261296431713953,30.729130015516294,19.998619558069805,0.6508033109942178,0.8249045622093879,33.21933480224494,21.46510280985972,0.646162933052143,0.6942482603241521,48.11170670713754,31.204646098068714,0.6485873861847307,0.6312020410877728
朝阳市,156211300.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.1390804141930985,0.0785625878327591,0.5648716844032635,0.9933482480830602,0.0693521653608309,0.0488702720099736,0.7046682934225269,0.9987090472107012,0.6921488285741121,0.4518270900818373,0.6527889254867932,0.9856072156856718,0.6921751825183972,0.4699359870478127,0.6789263743002262,0.9856742194154124,0.8317564719450518,0.5577506011471075,0.6705695957409444,0.9836455385122196,0.8337948196765617,0.5535546671298303,0.6638979447540347,0.9835584942761592,3.41742046319843,2.4939385734185224,0.7297722361867046,0.956067096241906,10.07986187037547,6.878470051254114,0.6823972530288149,0.8572314684466342
广安市,156511600.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.4816598956469287,0.3021185256137545,0.6272445107931854,0.991423044004197,0.3001694160599748,0.1967601495306576,0.6554969927094247,0.9889561313726278,2.15769772490009,1.436617373228864,0.6658103017165601,0.960964199088634,2.638364216165084,1.7475893537649994,0.6623760825202352,0.9367338383016184,2.763443233083351,1.81373674312792,0.6563321878351804,0.9366035591954294,2.650035662959312,1.7306096530181918,0.6530514578379707,0.9389156584929196,6.344188613764939,4.140717535657504,0.652678819585127,0.868094406237546,13.334569854922544,8.687917855610825,0.651533416535639,0.7699028705649095
濮阳市,156410900.0,0.105648885917256,0.0575793547688695,0.5450067387739946,0.9944205606897684,0.1051909122221534,0.057324361936974,0.5449554598016062,0.9944187879281584,0.1046339829862954,0.0630506394448633,0.602582809574605,0.9931635012408204,0.2082235826669776,0.1373708661800971,0.6597277043292508,0.9870342240709842,0.259577235730032,0.1634285382311716,0.6295950327521868,0.993962060720146,6.012113365988087,3.879194964753608,0.6452298432526421,0.9026316173458822,9.80135913033985,6.31829947798462,0.6446350341787284,0.852583734480067,11.118061382134147,7.087800847266561,0.6375033023883193,0.847346241442507,10.990447716918103,6.993997459754293,0.6363705683243559,0.8443606648853957,20.44085315659536,13.131110165242184,0.642395406133298,0.7777357785686035,36.98684690968231,23.68911260883737,0.6404739681293595,0.6997386579062204
宣城市,156341800.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.7889844944623492,0.5246152490919667,0.6649246629991936,0.9957242604131196,0.471885091699571,0.3313335526687982,0.7021488038018885,0.9924528077658024,5.963782589600663,3.831053301869432,0.6423864794383728,0.940155543835324,7.923861853021265,5.080909449582478,0.641216308894279,0.8850969317150613,11.230828156518008,7.294342379631966,0.6494928315147059,0.8642191842071496,11.489205677712734,7.465495913007406,0.6497834682766018,0.8616878204863603,38.2769229633213,25.463622304605373,0.6652473692570791,0.6621147065502713,213.99007742077893,140.5307403299478,0.6567161525607352,0.6231633428272885
六盘水市,156520200.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0624535172603418,0.0504849425065887,0.8083602769102456,0.9997246993108128,1.8692671776250889,1.285159496595254,0.6875204957207102,0.9429092608467892,2.865898985555447,1.9530954273513972,0.6814948597962753,0.9122384875398648,3.431372879118803,2.3496547155159817,0.6847564512194276,0.9050821541377744,3.126878046570172,2.122031198870312,0.6786421367465666,0.9072625122302624,11.735586588630005,7.995940630083587,0.6813413688098416,0.7255404587316712,20.33874384298369,13.647851259031375,0.6710272455562447,0.6507074056051498
深圳市,156440300.0,1.1668082347889477,0.7717053994240896,0.6613815161869128,0.913500236064,1.1294779569078206,0.7467959967640415,0.6611868715070367,0.9132057928856212,1.6072096825764886,1.0648710842588731,0.662558903049786,0.8779777223841637,7.022143132535163,4.592055731943693,0.6539393523136363,0.6937631391285128,6.222517627645123,4.069859874679803,0.6540535709530837,0.7092951609921849,35.31389583733582,23.177411888561736,0.6563255437837386,0.398556245083916,37.63496338702568,24.645334261206926,0.6548520854866352,0.3857607883366126,39.34194546338058,25.73176221306889,0.6540541376384137,0.3820715889908069,38.69433270405063,25.332786235336958,0.6546898334981508,0.3851572476943978,43.92940434914739,28.661749023849502,0.6524502084309683,0.3646242650688338,55.13937458015386,36.0409836849836,0.6536342488359619,0.3176706440220129
