name,Shape_Length,Shape_Area,gb,Urban,Urban_Ratio
崇左市,2.950797317014902,0.00745281981278396,156451400,Urban,0.49
滁州市,25.90557379613131,1.2278995714807985,156341100,Rural,94.82
滁州市,17.60212564365704,0.06710078222526661,156341100,Urban,5.18
楚雄彝族自治州,12.896991394003146,2.5398363601877305,156532300,Rural,99.56
楚雄彝族自治州,2.80382166999982,0.011170882466289713,156532300,Urban,0.44
达州市,12.594246307514169,1.5626022281708922,156511700,Rural,99.36
达州市,2.8550256400009175,0.010116043105596478,156511700,Urban,0.64
大理白族自治州,14.789173545744829,2.53126226563176,156532900,Rural,99.44
大理白族自治州,3.724767583978079,0.01432375467977239,156532900,Urban,0.56
大连市,55.38839496278359,1.2344059864256698,156210200,Rural,88.41
大连市,43.59430341952367,0.16176192546884896,156210200,Urban,11.59
大庆市,29.609848229409824,2.3294338054943076,156230600,Rural,93.9
大庆市,18.069246632410593,0.15130492849556407,156230600,Urban,6.1
大同市,17.78620472282574,1.4402981434118483,156140200,Rural,97.16
大同市,8.614283340040153,0.0420585311329203,156140200,Urban,2.84
大兴安岭地区,19.907355638201985,8.524510497737968,156232700,Rural,100.0
丹东市,14.255087623326645,1.5687357140874776,156210600,Rural,98.67
丹东市,5.759873877593589,0.021182314498580917,156210600,Urban,1.33
儋州市,5.1152612845102485,0.2784083418400935,156460400,Rural,98.05
儋州市,1.5117819166885482,0.005550347928186433,156460400,Urban,1.95
德宏傣族景颇族自治州,8.50734856650726,0.9855869901356574,156533100,Rural,99.08
德宏傣族景颇族自治州,2.254133907126191,0.009172047585995019,156533100,Urban,0.92
德阳市,11.08264678570831,0.5315070583587633,156510600,Rural,95.05
德阳市,5.838207594155576,0.02770227305033216,156510600,Urban,4.95
德州市,51.83813391799132,0.9076617773333738,156371400,Rural,86.87
德州市,44.52305380920697,0.1371917833355415,156371400,Urban,13.13
迪庆藏族自治州,11.971091315434174,2.1285764233034112,156533400,Rural,99.93
迪庆藏族自治州,0.37837039200007894,0.0014204453472785586,156533400,Urban,0.07
定安县,2.5218939931827316,0.1007797454820674,156469021,Rural,98.28
定安县,0.311274157164355,0.0017656557595499953,156469021,Urban,1.72
定西市,14.121928852767512,1.9308525869528455,156621100,Rural,99.53
定西市,2.329511188000083,0.009161792608932516,156621100,Urban,0.47
东方市,2.920636365843592,0.19025165040157221,156469007,Rural,97.71
东方市,0.8430034736793355,0.004454909213682371,156469007,Urban,2.29
东莞市,4.810364273432205,0.03339690901460803,156441900,Rural,15.45
东莞市,5.051264304789406,0.18276566756465057,156441900,Urban,84.55
东营市,23.982893537594045,0.6346584441311339,156370500,Rural,85.77
东营市,18.405469128160675,0.1053377554418794,156370500,Urban,14.23
鄂尔多斯市,25.47033920330282,9.04664018667641,156150600,Rural,99.58
鄂尔多斯市,7.86386691583165,0.03784906557238471,156150600,Urban,0.42
鄂州市,7.023431514360046,0.13047241619967875,156420700,Rural,87.85
鄂州市,4.720972532846258,0.018042046853691006,156420700,Urban,12.15
恩施土家族苗族自治州,14.111710040959627,2.252553624079278,156422800,Rural,99.55
恩施土家族苗族自治州,2.26310210703157,0.010216183936937316,156422800,Urban,0.45
防城港市,7.047340509569989,0.5180604392077633,156450600,Rural,98.71
防城港市,2.1301447942614673,0.0067456733438173285,156450600,Urban,1.29
佛山市,12.126426180065794,0.1337272693265861,156440600,Rural,40.0
佛山市,9.66551744357728,0.20057684768094927,156440600,Urban,60.0
福州市,29.260785616575397,0.952294343357358,156350100,Rural,90.42
福州市,18.338377262199746,0.10084985881029938,156350100,Urban,9.58
抚顺市,12.10128728248531,1.1907364165416832,156210400,Rural,97.59
抚顺市,4.716484264231694,0.029395627480901118,156210400,Urban,2.41
抚州市,13.6373223130066,1.6934792472972315,156361000,Rural,98.69
抚州市,4.821258138000189,0.022427828325754143,156361000,Urban,1.31
阜新市,20.36481595845179,1.084731738819196,156210900,Rural,96.09
阜新市,13.819170958712325,0.044143588759704804,156210900,Urban,3.91
阜阳市,29.341501393993195,0.9036153348203337,156341200,Rural,92.38
阜阳市,22.671610768258798,0.07455821451273445,156341200,Urban,7.62
甘南藏族自治州,19.073012928004218,3.581527691804769,156623000,Rural,99.95
甘南藏族自治州,0.6343902540003228,0.0016124720168828753,156623000,Urban,0.05
甘孜藏族自治州,30.29107153869377,14.130620420052894,156513300,Rural,100.0
赣州市,23.408286467549672,3.497692980780499,156360700,Rural,98.63
赣州市,9.825233562002381,0.048720447463997736,156360700,Urban,1.37
固原市,9.124784487851924,1.0454220246097456,156640400,Rural,99.23
固原市,1.788366061999909,0.008077393932249906,156640400,Urban,0.77
广安市,8.126691453025513,0.584327121697616,156511600,Rural,97.79
广安市,2.7181223739996767,0.013200235378885615,156511600,Urban,2.21
广元市,12.033796540108293,1.545620121977854,156510800,Rural,99.35
广元市,3.2474097520006353,0.010106456310644892,156510800,Urban,0.65
广州市,21.330162057197132,0.41780914592726,156440100,Rural,65.02
广州市,18.363638748928732,0.22477271110515107,156440100,Urban,34.98
贵港市,11.637530128766109,0.9203099734103807,156450800,Rural,98.29
贵港市,4.807783410000184,0.01600517553961176,156450800,Urban,1.71
贵阳市,16.198251685726113,0.6754403890509212,156520100,Rural,92.52
贵阳市,10.011177374130737,0.05462911226559925,156520100,Urban,7.48
桂林市,16.295495860764262,2.450484449885081,156450300,Rural,98.97
桂林市,6.246345519999977,0.025463287651917268,156450300,Urban,1.03
果洛藏族自治州,18.681139924236447,7.257454339669414,156632600,Rural,99.99
果洛藏族自治州,0.2767380193687434,0.0008374189288421275,156632600,Urban,0.01
哈尔滨市,45.239904538897356,5.979522621267491,156230100,Rural,97.46
哈尔滨市,27.589969253458577,0.155649706092042,156230100,Urban,2.54
哈密市,25.857149213082494,14.88505590211319,156650500,Rural,99.92
哈密市,1.9705444099997749,0.011218235502806137,156650500,Urban,0.08
海北藏族自治州,16.433215777473766,3.5127329215054837,156632200,Rural,99.99
海北藏族自治州,0.1476830339998969,0.00044665809652604937,156632200,Urban,0.01
海东市,10.351300723675436,1.2896738830259216,156630200,Rural,99.11
海东市,3.3034552824008574,0.011622969093555273,156630200,Urban,0.89
海口市,5.967210537058206,0.1677256780773623,156460100,Rural,86.93
海口市,3.4268297696962393,0.02522833905501397,156460100,Urban,13.07
海南藏族自治州,14.13068332461005,4.351723375506446,156632500,Rural,99.95
海南藏族自治州,0.7091464193690702,0.0022726286572878874,156632500,Urban,0.05
海西蒙古族藏族自治州,45.35041325178794,30.36169479912345,156632800,Rural,99.97
海西蒙古族藏族自治州,1.4385621100005892,0.007654267094561268,156632800,Urban,0.03
邯郸市,49.11670846146336,1.0556915943468774,156130400,Rural,86.67
邯郸市,42.8667017797353,0.1623972538156287,156130400,Urban,13.33
汉中市,14.614331554637355,2.605693258196111,156610700,Rural,99.52
汉中市,3.3719208240000853,0.01256422715340442,156610700,Urban,0.48
杭州市,29.705982600045743,1.3710720694787175,156330100,Rural,87.06
杭州市,22.815772546496955,0.20370095240602928,156330100,Urban,12.94
合肥市,26.140421306059352,0.9669937887021881,156340100,Rural,88.77
合肥市,19.126657392546516,0.1223853568021595,156340100,Urban,11.23
和田地区,33.242430848217175,25.051762264100503,156653200,Rural,99.92
和田地区,3.8214332360003027,0.01924232097998702,156653200,Urban,0.08
河池市,15.480506522469746,2.983611442586776,156451200,Rural,99.76
河池市,2.4944418840007074,0.007279146904735112,156451200,Urban,0.24
河源市,12.045608978885745,1.3643255520513844,156441600,Rural,98.46
河源市,3.8951519144162816,0.021359038895043193,156441600,Urban,1.54
菏泽市,34.58796542632803,1.107450695221724,156371700,Rural,92.19
菏泽市,27.949519488338336,0.09381760803217756,156371700,Urban,7.81
贺州市,10.66085801602469,1.029451152751665,156451100,Rural,99.11
贺州市,2.6771592220002276,0.009250978960838192,156451100,Urban,0.89
鹤壁市,8.884379795855242,0.18835038715755775,156410600,Rural,88.43
鹤壁市,5.93269234984167,0.024642895377577946,156410600,Urban,11.57
鹤岗市,15.3666123580442,1.7351648881294919,156230400,Rural,98.53
鹤岗市,5.807678944916935,0.025974349450141765,156230400,Urban,1.47
黑河市,22.512512799723247,8.249490566506035,156231100,Rural,99.86
黑河市,2.6031488723035565,0.01127051537247036,156231100,Urban,0.14
衡水市,53.26738406668843,0.7707632079484227,156131100,Rural,85.06
衡水市,47.268048816396835,0.13537810560835456,156131100,Urban,14.94
衡阳市,14.11431227681697,1.3546470721308508,156430400,Rural,97.56
衡阳市,5.351623471999687,0.033852180210147645,156430400,Urban,2.44
红河哈尼族彝族自治州,21.35305041947911,2.8137027235688157,156532500,Rural,99.16
红河哈尼族彝族自治州,7.094175459999633,0.023703382162670747,156532500,Urban,0.84
呼和浩特市,17.42770728377496,1.767217707419817,156150100,Rural,96.81
呼和浩特市,9.810081619684048,0.05826711704945744,156150100,Urban,3.19
呼伦贝尔市,52.13614430141988,31.445045314611793,156150700,Rural,99.86
呼伦贝尔市,11.361236668200581,0.04290834052689416,156150700,Urban,0.14
胡杨河市,1.698585405772042,0.07503871164338205,156659010,Rural,99.78
胡杨河市,0.0609057759999132,0.00016188631862103236,156659010,Urban,0.22
葫芦岛市,20.150138203307325,1.0548619552320333,156211400,Rural,95.77
葫芦岛市,13.716246743697196,0.04661467308158493,156211400,Urban,4.23
湖州市,32.31079189307236,0.4340347393161421,156330500,Rural,79.23
湖州市,29.044791084124032,0.11374959939153681,156330500,Urban,20.77
怀化市,19.995440708415718,2.503880966061139,156431200,Rural,99.25
怀化市,4.150755604001233,0.018989723113016034,156431200,Urban,0.75
淮安市,15.118780197074443,0.9212106703477183,156320800,Rural,94.83
淮安市,8.524165251134503,0.05017651911214208,156320800,Urban,5.17
淮北市,10.83695732585936,0.22560693672802873,156340600,Rural,84.49
淮北市,7.978534218425147,0.04142481155931204,156340600,Urban,15.51
淮南市,17.29925923169489,0.48401236235912143,156340400,Rural,91.27
淮南市,12.987305115448994,0.04631762780973652,156340400,Urban,8.73
黄冈市,21.952895564529722,1.5951280515024888,156421100,Rural,97.3
黄冈市,13.05470823372736,0.044202691878532624,156421100,Urban,2.7
黄南藏族自治州,10.878693254125064,1.7838019738486146,156632300,Rural,99.94
黄南藏族自治州,0.2689555979998204,0.0009919440928853776,156632300,Urban,0.06
黄山市,8.827279919676283,0.8944327527143081,156341000,Rural,98.85
黄山市,2.6960238419998177,0.010438871606181573,156341000,Urban,1.15
黄石市,9.922660749588882,0.3979865882111865,156420200,Rural,93.32
黄石市,6.052823468019333,0.028493418549109768,156420200,Urban,6.68
惠州市,27.291542879187354,0.8949541341519927,156441300,Rural,89.87
惠州市,20.5534099475279,0.1008900816554242,156441300,Urban,10.13
鸡西市,17.67215711828025,2.570312663357389,156230300,Rural,99.22
鸡西市,5.646450563999679,0.020117044552103874,156230300,Urban,0.78
吉安市,16.495438169773124,2.2746443009116017,156360800,Rural,98.92
吉安市,6.563271136000594,0.024888006590399223,156360800,Urban,1.08
吉林市,20.4105809663189,3.0376183661735516,156220200,Rural,98.46
吉林市,9.278891937788037,0.04762090127411815,156220200,Urban,1.54
济南市,47.98090703103216,0.8223053633845323,156370100,Rural,79.73
济南市,39.32403444034234,0.20907685561417944,156370100,Urban,20.27
济宁市,42.20688096709849,0.974365776527623,156370800,Rural,88.6
济宁市,32.95283448310752,0.1254207687478741,156370800,Urban,11.4
济源市,5.559822129685191,0.1729130754005406,156419001,Rural,92.49
济源市,3.177568861228642,0.01403740507289682,156419001,Urban,7.51
佳木斯市,31.034817548856964,3.842430173747827,156230800,Rural,98.82
佳木斯市,10.297153405761746,0.04600529675592533,156230800,Urban,1.18
嘉兴市,30.27444443096821,0.228310590054543,156330400,Rural,56.58
嘉兴市,28.126859847238766,0.17519914597633404,156330400,Urban,43.42
嘉峪关市,3.319370819885475,0.12159210929515099,156620200,Rural,94.42
嘉峪关市,1.3086169909372583,0.007186607593765239,156620200,Urban,5.58
江门市,19.21338290404728,0.7554409782649159,156440700,Rural,91.92
江门市,12.652974388345703,0.0663608318431683,156440700,Urban,8.08
焦作市,17.67562167454697,0.3257262179431558,156410800,Rural,82.88
焦作市,14.358287809295971,0.06726536201190028,156410800,Urban,17.12
揭阳市,13.315061486428373,0.39744465724812905,156445200,Rural,85.51
揭阳市,9.125688237585585,0.06735003273130141,156445200,Urban,14.49
金昌市,5.931391773557127,0.7737081293882271,156620300,Rural,99.23
金昌市,1.0601916919998757,0.006002503706771986,156620300,Urban,0.77
金华市,29.230092463700778,0.9094310212663754,156330700,Rural,89.64
金华市,22.28254912647394,0.10510209833949087,156330700,Urban,10.36
锦州市,24.330592998016392,1.0255753515222907,156210700,Rural,94.83
锦州市,16.86277273972725,0.05594776948674148,156210700,Urban,5.17
晋城市,14.048009458516352,0.9034565937782251,156140500,Rural,96.43
晋城市,8.674491717999786,0.0334609367812711,156140500,Urban,3.57
晋中市,25.983919556106066,1.6007868617772911,156140700,Rural,95.98
晋中市,16.472706047017798,0.06711232328388085,156140700,Urban,4.02
荆门市,10.445175710840557,1.1488496480924306,156420800,Rural,98.45
荆门市,3.744810695246171,0.018030399797956925,156420800,Urban,1.55
荆州市,22.67482831767406,1.2677061341033635,156421000,Rural,96.26
荆州市,12.864001900792434,0.049192047414092915,156421000,Urban,3.74
景德镇市,7.105333147952447,0.47306189644207175,156360200,Rural,96.94
景德镇市,2.3575386299997945,0.014911190053426705,156360200,Urban,3.06
九江市,18.952662559519013,1.7421616916681544,156360400,Rural,97.93
九江市,8.849694559258475,0.036883937180675855,156360400,Urban,2.07
酒泉市,30.69595535765489,17.738408200451698,156620900,Rural,99.95
酒泉市,2.4492952429366195,0.009470470876869358,156620900,Urban,0.05
喀什地区,39.31140466127691,11.303485321207129,156653100,Rural,99.67
喀什地区,7.299535153999386,0.037474408625415026,156653100,Urban,0.33
开封市,15.055480134004442,0.5698920383490317,156410200,Rural,92.97
开封市,9.290165725771041,0.04311485156180846,156410200,Urban,7.03
可克达拉市,3.4809401898042864,0.11149247682731442,156659008,Rural,99.9
可克达拉市,0.05486813314406613,0.00011090404280686887,156659008,Urban,0.1
克拉玛依市,10.868287838896423,0.8070491857198916,156650200,Rural,95.7
克拉玛依市,5.056798327845129,0.036281229297058674,156650200,Urban,4.3
克孜勒苏柯尔克孜自治州,25.79594490719083,7.31857256679301,156653000,Rural,99.95
克孜勒苏柯尔克孜自治州,1.0135860010606694,0.003550605384629268,156653000,Urban,0.05
昆明市,26.148102181708236,1.7912963772467132,156530100,Rural,94.95
昆明市,15.023784151999621,0.09519838087576683,156530100,Urban,5.05
昆玉市,2.8362257177673373,0.06876198034749799,156659009,Rural,100.0
拉萨市,12.459789627562527,2.7613981333444957,156540100,Rural,99.62
拉萨市,1.763033578000318,0.010468140419496905,156540100,Urban,0.38
来宾市,10.964964010937278,1.1775121495236964,156451300,Rural,99.23
来宾市,2.310646580000139,0.009100059375806411,156451300,Urban,0.77
兰州市,15.527239749427453,1.2812558088394461,156620100,Rural,96.67
兰州市,7.540407367310622,0.04415099185461362,156620100,Urban,3.33
廊坊市,54.450135160088415,0.47750021594730163,156131000,Rural,71.67
廊坊市,48.90405880734372,0.18876681662849645,156131000,Urban,28.33
乐东黎族自治县,2.6060954466807815,0.23640284153756472,156469027,Rural,99.86
乐东黎族自治县,0.16169675200023903,0.0003398232824359487,156469027,Urban,0.14
乐山市,13.308548643296856,1.165092010717035,156511100,Rural,98.68
乐山市,5.320901077998201,0.015611825914595636,156511100,Urban,1.32
丽江市,10.84126881591366,1.8668335261334583,156530700,Rural,99.78
丽江市,0.8780133580003167,0.004134601355552606,156530700,Urban,0.22
丽水市,14.146705388804211,1.5650095263472334,156331100,Rural,98.72
丽水市,5.962003658981089,0.020258720869101927,156331100,Urban,1.28
连云港市,19.732455479884006,0.6787747057041423,156320700,Rural,92.39
连云港市,14.01356712683965,0.055897636400918986,156320700,Urban,7.61
莲花山风景林自然保护区,0.5279123719439701,0.010982588182496165,156629800,Rural,100.0
凉山彝族自治州,23.171112506488825,5.504195133725989,156513400,Rural,99.88
凉山彝族自治州,2.3855660740010762,0.00664961323182816,156513400,Urban,0.12
辽阳市,12.807005162195802,0.47338418963558493,156211000,Rural,93.25
辽阳市,8.918766495768624,0.034247812241185414,156211000,Urban,6.75
辽源市,6.269064982490813,0.5559719646722343,156220400,Rural,98.01
辽源市,2.195003953314274,0.011302663744239945,156220400,Urban,1.99
聊城市,42.48277901092495,0.7275184122229341,156371500,Rural,83.93
聊城市,37.69506149234344,0.13925938400407412,156371500,Urban,16.07
林芝市,26.904487754070487,10.64416722139926,156540400,Rural,100.0
临沧市,9.82257749293035,2.095750623849959,156530900,Rural,99.79
临沧市,1.0962090279777084,0.004383084975005194,156530900,Urban,0.21
临汾市,23.148656532035513,1.989915082439216,156141000,Rural,97.85
临汾市,13.758437281147362,0.04368552813014085,156141000,Urban,2.15
临高县,2.139848213628679,0.11032729841241311,156469024,Rural,98.27
临高县,0.542762095999592,0.0019468482450898284,156469024,Urban,1.73
临夏回族自治州,7.746020426329701,0.7258881290199,156622900,Rural,99.15
临夏回族自治州,2.0563659524153715,0.006223190205569691,156622900,Urban,0.85
临沂市,61.88205260028739,1.4730766326646196,156371300,Rural,86.7
临沂市,52.840394636431355,0.22602776914741446,156371300,Urban,13.3
陵水黎族自治县,3.383975906465451,0.08674396972410653,156469028,Rural,93.76
陵水黎族自治县,1.5558561038562877,0.005775811990415823,156469028,Urban,6.24
柳州市,16.371187189177874,1.6263683958849,156450200,Rural,98.04
柳州市,5.739156674000924,0.03254590501609931,156450200,Urban,1.96
六安市,21.068202403887103,1.4271451859266844,156341500,Rural,96.89
六安市,13.582254128795872,0.045795262488486664,156341500,Urban,3.11
六盘水市,10.854229157890504,0.8866584831342634,156520200,Rural,99.01
六盘水市,3.4058725779997303,0.00890650752673928,156520200,Urban,0.99
龙岩市,16.412101471634873,1.678125291102025,156350800,Rural,98.13
龙岩市,7.476857768000173,0.031953919675950244,156350800,Urban,1.87
陇南市,14.968192983797254,2.708718068202874,156621200,Rural,99.76
陇南市,2.5133065100004615,0.006442407423701553,156621200,Urban,0.24
娄底市,9.9084336128138,0.7274975084598195,156431300,Rural,97.97
娄底市,3.072709451956554,0.015108990420843217,156431300,Urban,2.03
泸州市,11.822600988084782,1.1140767066147252,156510500,Rural,98.91
泸州市,3.370093556652683,0.012222789082429622,156510500,Urban,1.09
洛阳市,23.7356364617442,1.4147568156194,156410300,Rural,94.89
洛阳市,15.642632312247056,0.07624649528660186,156410300,Urban,5.11
漯河市,10.90468270701605,0.23445012249331512,156411100,Rural,89.65
漯河市,7.451206119466231,0.02706787947838775,156411100,Urban,10.35
吕梁市,24.573435466920102,2.098260658177104,156141100,Rural,97.53
吕梁市,14.830571189989024,0.05304643168440443,156141100,Urban,2.47
马鞍山市,10.809209013476478,0.34650220758997335,156340500,Rural,89.59
马鞍山市,6.942105303681237,0.0402592531873814,156340500,Urban,10.41
茂名市,13.68976962124178,0.9756222810823787,156440900,Rural,97.99
茂名市,5.964191880397314,0.020045027103762738,156440900,Urban,2.01
眉山市,11.848388910866204,0.6489706981397633,156511400,Rural,97.31
眉山市,4.497344189284671,0.0179486234015773,156511400,Urban,2.69
梅州市,12.476845987138752,1.3846011311575606,156441400,Rural,98.39
梅州市,4.729845542417674,0.022666006256208394,156441400,Urban,1.61
绵阳市,18.994705264428003,1.8948647507527914,156510700,Rural,98.24
绵阳市,7.357741173999784,0.03385261596281969,156510700,Urban,1.76
牡丹江市,19.55620170593017,4.374583128461418,156231000,Rural,99.44
牡丹江市,5.454031404000148,0.024774199552056713,156231000,Urban,0.56
那曲市,47.64154687998544,33.97297834490138,156540600,Rural,100.0
那曲市,0.19511407999993935,0.0011249247351571936,156540600,Urban,0.0
南昌市,13.36767862106224,0.6049624469320795,156360100,Rural,91.17
南昌市,7.9371545419995755,0.05858084241807225,156360100,Urban,8.83
南充市,13.563922050755863,1.1526076404850591,156511300,Rural,97.59
南充市,5.9197180580008535,0.02846715410294344,156511300,Urban,2.41
南京市,28.987923718906234,0.4726812169454003,156320100,Rural,75.21
南京市,23.36091424323619,0.15577742379437598,156320100,Urban,24.79
南宁市,18.538537543935078,1.887086129882709,156450100,Rural,96.93
南宁市,7.936076547999278,0.05985886556679534,156450100,Urban,3.07
南平市,16.979264607502472,2.3838109097245557,156350700,Rural,99.25
南平市,5.9680013648347146,0.018026600874750144,156350700,Urban,0.75
南通市,25.520671958131967,0.7922309597456058,156320600,Rural,87.31
南通市,19.693238770855977,0.11516406585861738,156320600,Urban,12.69
南阳市,33.6685149993816,2.4694558580903383,156411300,Rural,96.5
南阳市,22.965398107411524,0.08960121084627064,156411300,Urban,3.5
内江市,8.01669038097744,0.49117531423226035,156511000,Rural,98.07
内江市,2.103436419822909,0.009669629336495157,156511000,Urban,1.93
