NAME_1,NAME_2,GID_1,GID_2,Gini_Coefficient
Hainan,Danzhou,460000,460400,0.9991773957031741
Hainan,Haikou,460000,460100,0.6840685290246551
Hainan,NULL,460000,0,0.9886595105150424
Hainan,"Sansha
",460000,460030,0.0
Hainan,Sanya,460000,460200,0.9191630199086386
Neimenggu,Alashan,150000,152900,0.0
Neimenggu,Baotou,150000,150200,0.9989382482531146
Neimenggu,Bayannaoer,150000,150800,0.0
Neimenggu,Chifeng,150000,150400,0.9968994666747455
Neimenggu,Eerduosi,150000,150600,0.992842435324937
Neimenggu,Huhehaote,150000,150100,0.9097267063936967
Neimenggu,Hulunbeier,150000,150700,0.9943696566976242
Neimenggu,Tongliao,150000,150500,0.9934791022276082
Neimenggu,Wuhai,150000,150300,0.0
Neimenggu,Wulanchabu,150000,150900,0.9983908606525078
Neimenggu,Xilinguole,150000,152500,0.0
Neimenggu,Xingan,150000,152200,0.9903338446606325
Sichuan,Abazangzuqiangzu,510000,513200,0.999758705676419
Sichuan,Bazhong,510000,511900,0.9961060106088532
Sichuan,Chengdu,510000,510100,0.8322453003586264
Sichuan,Dazhou,510000,511700,0.0
Sichuan,Deyang,510000,510600,0.9477152514134031
Sichuan,Ganzizangzu,510000,513300,0.997456326541531
Sichuan,Guangan,510000,511600,0.996005385589621
Sichuan,Guangyuan,510000,510800,0.9984442357374677
Sichuan,Leshan,510000,511100,0.9814963133769717
Sichuan,Liangshanyizu,510000,513400,0.0
Sichuan,Luzhou,510000,510500,0.9885716168309131
Sichuan,Meishan,510000,511400,0.9919791392317251
Sichuan,Mianyang,510000,510700,0.9186449383702289
Sichuan,Nanchong,510000,511300,0.9972659491488169
Sichuan,Neijiang,510000,511000,0.9991626440920288
Sichuan,Panzhihua,510000,510400,0.9954575556994911
Sichuan,Suining,510000,510900,0.9987236785751054
Sichuan,Yaan,510000,511800,0.9697722077793126
Sichuan,Yibin,510000,511500,0.999067882586605
Sichuan,Zigong,510000,510300,0.9720120153594378
Sichuan,Ziyang,510000,512000,0.0
Heilongjiang,Daqing,230000,230600,0.9972050580945007
Heilongjiang,Daxinganling,230000,232700,0.0
Heilongjiang,Haerbin,230000,230100,0.9799995167078932
Heilongjiang,Hegang,230000,230400,0.9570640545501439
Heilongjiang,Heihe,230000,231100,0.0
Heilongjiang,Jiamusi,230000,230800,0.991878580031689
Heilongjiang,Jixi,230000,230300,0.9942881708157763
Heilongjiang,Mudanjiang,230000,231000,0.9823702524655009
Heilongjiang,Qiqihaer,230000,230200,0.9992776886308256
Heilongjiang,Qitaihe,230000,230900,0.9980039837949928
Heilongjiang,Shuangyashan,230000,230500,0.9960008185771378
Heilongjiang,Suihua,230000,231200,0.0
Heilongjiang,Yichun,230000,230700,0.0
Xinjiang,Akesu,650000,652900,0.0
Xinjiang,Aletai,650000,654300,0.0
Xinjiang,Bayinguolengmenggu,650000,652800,0.9902973219291425
Xinjiang,Boertalamenggu,650000,652700,0.9988683596307134
Xinjiang,Changjihuizu,650000,652300,0.9868767495341687
Xinjiang,Hami,650000,650500,0.9708131139741832
Xinjiang,Hetian,650000,653200,0.0
Xinjiang,Kashi,650000,653100,0.993947941221294
Xinjiang,Kelamayi,650000,650200,0.0
Xinjiang,Kezilesukeerkezi,650000,653000,0.0
Xinjiang,NULL,650000,0,0.9941177085158377
Xinjiang,Tacheng,650000,654200,0.9969308535679894
Xinjiang,Tulufan,650000,650400,0.9953269565215488
Xinjiang,Wulumuqi,650000,650100,0.9673586693933713
Xinjiang,Yilihasake,650000,654000,0.9988649806165083
Gansu,Baiyin,620000,620400,0.9813850042647991
Gansu,Dingxi,620000,621100,0.9971359629212507
Gansu,Gannanzangzu,620000,623000,0.9999173806690393
Gansu,Jiayuguan,620000,620200,0.9667386000251432
Gansu,Jinchang,620000,620300,0.9941688435925998
Gansu,Jiuquan,620000,620900,0.9973330095664653
Gansu,Lanzhou,620000,620100,0.8436086519990483
Gansu,Linxiahuizu,620000,622900,0.9827569713950048
Gansu,Longnan,620000,621200,0.9971892772901759
Gansu,Pingliang,620000,620800,0.9842168436383733
Gansu,Qingyang,620000,621000,0.9910272159911375
Gansu,Tianshui,620000,620500,0.9845473978411978
Gansu,Wuwei,620000,620600,0.9914268963919874
Gansu,Zhangye,620000,620700,0.9856871442997925
Hebei,Baoding,130000,130600,0.9650899232943125
Hebei,Cangzhou,130000,130900,0.9847022374491835
Hebei,Chengde,130000,130800,0.9863569231666386
Hebei,Handan,130000,130400,0.9674465888216127
Hebei,Hengshui,130000,131100,0.9719213462417338
Hebei,Langfang,130000,131000,0.9283777675544119
Hebei,Qinhuangdao,130000,130300,0.957104121809746
Hebei,Shijiazhuang,130000,130100,0.9329248178956814
Hebei,Tangshan,130000,130200,0.8965299419980034
Hebei,Xingtai,130000,130500,0.9895399306484034
Hebei,Zhangjiakou,130000,130700,0.9378298983335746
Xizang,Ali,540000,542500,0.0
Xizang,Changdu,540000,540300,0.0
Xizang,Lasa,540000,540100,0.9466854099061232
Xizang,Linzhi,540000,540400,0.0
Xizang,Naqu,540000,540600,0.9959405858795043
Xizang,Rikaze,540000,540200,0.9895810679124243
Xizang,Shannan,540000,540500,0.0
Jiangxi,Fuzhou,360000,361000,0.9923793319638207
Jiangxi,Ganzhou,360000,360700,0.9885866330274113
Jiangxi,Jian,360000,360800,0.99168543915461
Jiangxi,Jingdezhen,360000,360200,0.9974350102657044
Jiangxi,Jiujiang,360000,360400,0.9832719885052955
Jiangxi,Nanchang,360000,360100,0.8921441244654595
Jiangxi,Pingxiang,360000,360300,0.9876385890634666
Jiangxi,Shangrao,360000,361100,0.991361038829917
Jiangxi,Xinyu,360000,360500,0.9974635080354605
Jiangxi,Yichun,360000,360900,0.9911005337498803
Jiangxi,Yingtan,360000,360600,0.9977430961211436
Hunan,Changde,430000,430700,0.9964011920805188
Hunan,Changsha,430000,430100,0.8608266602887027
Hunan,Chenzhou,430000,431000,0.9968476986364017
Hunan,Hengyang,430000,430400,0.9972670767460351
Hunan,Huaihua,430000,431200,0.9909344902361813
Hunan,Loudi,430000,431300,0.9973015696525378
Hunan,Shaoyang,430000,430500,0.9988472944951622
