name,gb,Gini_Coefficient
梅州市,156441400,0.6117049867997164
鄂州市,156420700,0.6714274291693034
吕梁市,156141100,0.7889958040257595
舟山市,156330900,0.6481044843141479
朝阳市,156211300,0.9423158255715929
广安市,156511600,0.8296874061519164
濮阳市,156410900,0.7423564160765459
宣城市,156341800,0.6011594971267463
六盘水市,156520200,0.66829500607293
深圳市,156440300,0.30739594771657186
三明市,156350400,0.6685782975232215
景德镇市,156360200,0.6280299865665712
楚雄彝族自治州,156532300,0.6170614066636287
大连市,156210200,0.6183819586744119
攀枝花市,156510400,0.7616077004841588
贺州市,156451100,0.6242380638102191
西安市,156610100,0.4430650447258512
境界线,,0.0
淮北市,156340600,0.6732856561443787
邵阳市,156430500,0.8286001733595247
石家庄市,156130100,0.6597884973352512
汕尾市,156441500,0.5618766862214489
荆门市,156420800,0.6987700241014969
衢州市,156330800,0.693579894075151
迪庆藏族自治州,156533400,0.6486904856444775
宜宾市,156511500,0.7268386943746561
葫芦岛市,156211400,0.8941434896496665
济南市,156370100,0.648613498361996
贵阳市,156520100,0.42845859145288934
珠海市,156440400,0.26548049952090436
长春市,156220100,0.8024604353995296
延边朝鲜族自治州,156222400,0.8342142874925423
萍乡市,156360300,0.7360436958053467
庆阳市,156621000,0.7855236041458264
泉州市,156350500,0.6086699630226273
自贡市,156510300,0.7819668853098681
临沂市,156371300,0.6862728973888361
百色市,156451000,0.565920830947539
鞍山市,156210300,0.8263843946943408
铜陵市,156340700,0.5924316445651343
唐山市,156130200,0.7646860216464577
岳阳市,156430600,0.7538796751518433
河源市,156441600,0.48261553864871554
孝感市,156420900,0.7191773408298615
金华市,156330700,0.5599122974949559
兴安盟,156152200,0.9515157520288289
盘锦市,156211100,0.8116626404087084
雅安市,156511800,0.6943400145537448
亳州市,156341600,0.7578212430743768
商洛市,156611000,0.8115358182232117
盐城市,156320900,0.7022054238514925
汕头市,156440500,0.6845734163494983
安顺市,156520400,0.7009798853050656
黔南布依族苗族自治州,156522700,0.6894449997789516
厦门市,156350200,0.4027248563907132
太子山天然林保护区,156629900,0.0
阿克苏地区,156652900,0.7526351152334835
红河哈尼族彝族自治州,156532500,0.6413893586755783
甘南藏族自治州,156623000,0.8879335772648115
太原市,156140100,0.49047352854322324
常德市,156430700,0.8354474740059533
牡丹江市,156231000,0.880778465716527
淮南市,156340400,0.7517043972900297
德阳市,156510600,0.7984738981861434
威海市,156371000,0.7140523464980022
秦皇岛市,156130300,0.7639395406365295
绍兴市,156330600,0.6172932663303918
阳江市,156441700,0.5818851247377657
铁岭市,156211200,0.9093126223368913
达州市,156511700,0.7895810215706439
池州市,156341700,0.7013943349077555
淮安市,156320800,0.6232499983691864
遵义市,156520300,0.5843889234180693
黔东南苗族侗族自治州,156522600,0.5723569487428493
莆田市,156350300,0.6975121696329405
南昌市,156360100,0.511328450180669
佛山市,156440600,0.3641080380584937
大同市,156140200,0.7696690562932093
昆明市,156530100,0.4173493793337377
张家界市,156430800,0.8120593385792277
