name,gb,Average_Accessibility
梅州市,156441400,20.99644941961809
鄂州市,156420700,17.450185841839453
吕梁市,156141100,7.977433674389855
舟山市,156330900,23.78488434873424
朝阳市,156211300,2.5264838024817946
广安市,156511600,4.2122007252087945
濮阳市,156410900,12.897418675963772
宣城市,156341800,26.72628898716626
六盘水市,156520200,8.42227742317916
深圳市,156440300,35.671951036557424
三明市,156350400,12.37189186057776
景德镇市,156360200,10.966171196809327
楚雄彝族自治州,156532300,16.07095870532443
大连市,156210200,10.985784819699822
攀枝花市,156510400,7.153509736628674
贺州市,156451100,22.232719910226056
西安市,156610100,17.355365299369577
境界线,,0.0
淮北市,156340600,13.900023520968713
邵阳市,156430500,4.49415556129947
石家庄市,156130100,9.645457575352133
汕尾市,156441500,15.456564283667813
荆门市,156420800,15.360690122091391
衢州市,156330800,23.9033720513494
迪庆藏族自治州,156533400,16.90684999011797
宜宾市,156511500,8.531622318900439
葫芦岛市,156211400,3.5212657241134124
济南市,156370100,12.677485063076295
贵阳市,156520100,16.180057193447766
珠海市,156440400,47.782433637205926
长春市,156220100,5.496234695130408
延边朝鲜族自治州,156222400,4.737188558332901
萍乡市,156360300,11.33629540119924
庆阳市,156621000,6.5812215043045565
泉州市,156350500,14.930905046581522
自贡市,156510300,6.424456855133008
临沂市,156371300,15.958677005820233
百色市,156451000,17.34918754740848
鞍山市,156210300,4.245845107019073
铜陵市,156340700,22.1863102153411
唐山市,156130200,11.963109546780577
岳阳市,156430600,7.569526703834787
河源市,156441600,30.2279218879366
孝感市,156420900,10.569917800303564
金华市,156330700,18.609179843606036
兴安盟,156152200,3.021231325263566
盘锦市,156211100,7.057816649374418
雅安市,156511800,14.081056241168916
亳州市,156341600,9.966599458767007
商洛市,156611000,5.584616616772144
盐城市,156320900,16.95326878820317
汕头市,156440500,7.96270057929468
安顺市,156520400,10.832355500900443
黔南布依族苗族自治州,156522700,11.524682655727103
厦门市,156350200,19.698375631739808
太子山天然林保护区,156629900,0.0
阿克苏地区,156652900,9.435022490727736
红河哈尼族彝族自治州,156532500,11.096944889082822
甘南藏族自治州,156623000,5.636245147649884
太原市,156140100,17.067225302972556
常德市,156430700,5.399457879520759
牡丹江市,156231000,3.2962290594733323
淮南市,156340400,10.209238077454467
德阳市,156510600,9.494344053596931
威海市,156371000,12.56526183549641
秦皇岛市,156130300,10.656466429089342
绍兴市,156330600,19.88458212030511
阳江市,156441700,18.063220146316883
铁岭市,156211200,2.4243860719236774
达州市,156511700,4.0757062515189215
池州市,156341700,26.79015520587523
淮安市,156320800,18.480670286619855
遵义市,156520300,14.233546942916117
黔东南苗族侗族自治州,156522600,13.811493707716858
莆田市,156350300,9.580006300230275
南昌市,156360100,16.500375069334016
佛山市,156440600,36.91269884070056
大同市,156140200,7.623352114543332
昆明市,156530100,19.73573890680329
张家界市,156430800,7.4359015914018896
泸州市,156510500,5.851094713086187
沈阳市,156210100,9.216347954682112
邯郸市,156130400,6.621937213061693
马鞍山市,156340500,12.628853843966011
日照市,156371100,17.11348867105546
三亚市,156460200,50.69476282660863
十堰市,156420300,26.15263765259112
呼和浩特市,156150100,9.358757500816813
德宏傣族景颇族自治州,156533100,13.47558605059032
梧州市,156450400,15.926812303261217
枣庄市,156370400,12.094159212751885
安阳市,156410500,8.381403304628718
怀化市,156431200,5.26971540638334
阳泉市,156140300,9.973219423168757
保亭黎族苗族自治县,156469029,66.00349585990386
中农发山丹马场,156629700,0.0
鹰潭市,156360600,14.154691995860558
陵水黎族自治县,156469028,51.82828931342716
博尔塔拉蒙古自治州,156652700,10.197026167776558
乐东黎族自治县,156469027,20.137840552064734
辽源市,156220400,3.016563123854708
齐齐哈尔市,156230200,1.116618870736511
龙岩市,156350800,20.270553385885265
天门市,156429006,9.440745557069183
潜江市,156429005,12.584691013224077
邢台市,156130500,9.830228549468417
仙桃市,156429004,9.694794973912712
绥化市,156231200,1.305996712057297
丹东市,156210600,3.8235438444486265
滨州市,156371600,12.373973821819767
镇江市,156321100,21.990604879962873
昌江黎族自治县,156469026,32.632464180505124
周口市,156411600,7.31346847302966
白沙黎族自治县,156469025,72.34752543265859
临高县,156469024,13.317870361859
吐鲁番市,156650400,18.198528531598505
澄迈县,156469023,42.59595991548484
长沙市,156430100,22.32610064129185
屯昌县,156469022,38.63088368683093
定安县,156469021,25.024978563836317
海口市,156460100,39.32312628126731
乐山市,156511100,8.238839643907951
凉山彝族自治州,156513400,5.218346059381463
桂林市,156450300,17.954584569498735
东营市,156370500,33.74202286837827
鹤壁市,156410600,8.218755164319877
娄底市,156431300,5.544511902298805
包头市,156150200,12.66229683595189
锡林郭勒盟,156152500,3.523601624435368
琼中黎族苗族自治县,156469030,49.509100365750584
长治市,156140400,12.2748438126344
赣州市,156360700,15.010867040953027
莲花山风景林自然保护区,156629800,0.0
通化市,156220500,4.573224085699619
巴音郭楞蒙古自治州,156652800,12.041039138854355
上海市,156310000,32.835373177714686
鸡西市,156230300,1.103038286599503
宁德市,156350900,8.732769713121348
保定市,156130600,7.8807745753632465
菏泽市,156371700,8.47173968030061
崇左市,156451400,19.28140643489028
黑河市,156231100,0.34741989008339785
扬州市,156321000,19.606317874224047
驻马店市,156411700,7.617489041600245
哈密市,156650500,18.117238990706227
株洲市,156430200,9.635350357099592
锦州市,156210700,3.1859984997767983
肇庆市,156441200,24.76861974023004
恩施土家族苗族自治州,156422800,10.100094223122966
宜昌市,156420500,27.256501011507044
怒江傈僳族自治州,156533300,12.505596041402088
柳州市,156450200,29.056391811544874
平凉市,156620800,5.142973938242041
眉山市,156511400,11.191397467224752
青岛市,156370200,18.66416900600832
新乡市,156410700,10.83684730987795
