NAME_1,NAME_2,GID_1,GID_2,Average_Accessibility
Hainan,"Sansha
",460000,460030,371.57922188963454
Neimenggu,Xilinguole,150000,152500,22.13732327084264
Sichuan,Abazangzuqiangzu,510000,513200,34.41896399944128
Heilongjiang,Haerbin,230000,230100,3.3430611103913397
Neimenggu,Xingan,150000,152200,8.267368578218445
Xinjiang,Kezilesukeerkezi,650000,653000,6.058842709384897
Gansu,Jiuquan,620000,620900,11.145608412382744
Xinjiang,Akesu,650000,652900,10.390193640548585
Beijing,NULL,110000,0,11.428447591893995
Chongqing,NULL,500000,0,12.092421915925256
Hainan,NULL,460000,0,22.91511696356619
Henan,NULL,410000,0,14.163054212895439
Hubei,NULL,420000,0,7.7580657965405
Shanghai,NULL,310000,0,13.718722398934409
Shanghai,NULL,330000,0,5.673194106296664
Tianjin,NULL,120000,0,14.178977191273963
Xinjiang,NULL,650000,0,13.654991162058584
Xinjiang,Boertalamenggu,650000,652700,16.900294658413337
Neimenggu,Alashan,150000,152900,67.62622227090478
Xinjiang,Aletai,650000,654300,10.845550113912784
Neimenggu,Chifeng,150000,150400,6.852694429117877
Neimenggu,Hulunbeier,150000,150700,4.387001096894981
Heilongjiang,Heihe,230000,231100,4.002249554257106
Heilongjiang,Mudanjiang,230000,231000,2.7556631700819945
Hebei,Langfang,130000,131000,18.526032056166947
Heilongjiang,Suihua,230000,231200,1.4130475065046508
Gansu,Dingxi,620000,621100,4.501819705605227
Xizang,Naqu,540000,540600,2.2061182030736717
Jiangxi,Jian,360000,360800,9.704213492717933
Hebei,Baoding,130000,130600,7.285771160593135
Hunan,Yiyang,430000,430900,5.484523941566491
Zhejiang,Huzhou,330000,330500,30.750047348105955
Sichuan,Suining,510000,510900,4.771423551492927
Guizhou,Qianxinanbuyizumiaozu,520000,522300,8.564302337182179
Hubei,Xiaogan,420000,420900,9.283688892125971
Gansu,Lanzhou,620000,620100,7.141141704162583
Yunnan,Kunming,530000,530100,12.948324669272251
Hebei,Hengshui,130000,131100,8.783630807686338
Shandong,Weifang,370000,370700,10.850140495941542
Hunan,Chenzhou,430000,431000,6.925336764127029
Shanxi,Yanan,610000,610600,8.314165569911435
Jilin,Yanbianchaoxianzu,220000,222400,4.776353327449489
Fujian,Quanzhou,350000,350500,10.83496704077288
Hunan,Changde,430000,430700,4.292550978058686
Henan,Anyang,410000,410500,8.89088714518284
Jiangxi,Nanchang,360000,360100,12.03233698916052
Jiangxi,Pingxiang,360000,360300,9.456365042290114
Jiangxi,Ganzhou,360000,360700,12.33231137950389
Sichuan,Ziyang,510000,512000,7.704148384424812
Shanxi,Linfen,140000,141000,7.965036341398978
Sichuan,Mianyang,510000,510700,11.790139616872422
