name,gb,Average_Accessibility
梅州市,156441400,17.29372837600168
鄂州市,156420700,11.745107880531991
吕梁市,156141100,11.752559943071722
舟山市,156330900,40.42757535955467
朝阳市,156211300,1.044219019087043
广安市,156511600,3.8501019306921798
濮阳市,156410900,19.111625084739973
宣城市,156341800,12.477846235792363
六盘水市,156520200,8.109195944970084
深圳市,156440300,274.9455843827098
三明市,156350400,21.10586905664611
景德镇市,156360200,13.030052896203012
楚雄彝族自治州,156532300,8.09880825884769
大连市,156210200,14.252944542869585
攀枝花市,156510400,6.400039989617697
贺州市,156451100,11.21108053297151
西安市,156610100,53.29478255393191
境界线,,0.0
淮北市,156340600,9.668791127424518
邵阳市,156430500,8.081815949899264
石家庄市,156130100,15.743598562945326
汕尾市,156441500,16.00034405705025
荆门市,156420800,7.302762885424891
衢州市,156330800,21.490354363834076
迪庆藏族自治州,156533400,22.582046790415678
宜宾市,156511500,7.134363060432644
葫芦岛市,156211400,3.720401611980442
济南市,156370100,18.422079802595235
贵阳市,156520100,21.871489402468892
珠海市,156440400,108.61765921044282
长春市,156220100,6.381610612468158
延边朝鲜族自治州,156222400,7.823290131084062
萍乡市,156360300,8.662862103477673
庆阳市,156621000,8.825592451816073
泉州市,156350500,39.7427404505231
自贡市,156510300,3.491109316635574
临沂市,156371300,13.98670608296816
百色市,156451000,12.349636654845018
鞍山市,156210300,2.1618599865676806
铜陵市,156340700,10.35247813150519
唐山市,156130200,13.8312159205382
岳阳市,156430600,9.073390264186465
河源市,156441600,31.609469191857695
孝感市,156420900,5.663788140885976
金华市,156330700,24.67047758879712
兴安盟,156152200,1.157342861537667
盘锦市,156211100,5.841180877923316
雅安市,156511800,12.314493639672587
亳州市,156341600,7.046619505993879
商洛市,156611000,7.102215208714789
盐城市,156320900,15.313188086791584
汕头市,156440500,11.706464561198914
安顺市,156520400,13.220743037677366
黔南布依族苗族自治州,156522700,13.061887164116929
厦门市,156350200,84.79654353324638
太子山天然林保护区,156629900,0.0
阿克苏地区,156652900,2.167143929368652
红河哈尼族彝族自治州,156532500,10.360775291766846
甘南藏族自治州,156623000,6.938076684620199
太原市,156140100,43.92649456484156
常德市,156430700,6.091077793973572
牡丹江市,156231000,1.6377363398770726
淮南市,156340400,4.865246898549628
德阳市,156510600,6.904381743733592
威海市,156371000,7.873107718367779
秦皇岛市,156130300,15.424591252848355
绍兴市,156330600,13.733371101483426
阳江市,156441700,18.86569996193351
铁岭市,156211200,1.9485224108092876
达州市,156511700,3.3388407805201874
池州市,156341700,7.877294599138893
淮安市,156320800,13.516326295322244
遵义市,156520300,11.861118335113828
黔东南苗族侗族自治州,156522600,10.112564037789255
莆田市,156350300,12.911798583116306
南昌市,156360100,32.36143502507713
佛山市,156440600,77.23608197030826
大同市,156140200,10.21820508508778
昆明市,156530100,37.42899763586426
张家界市,156430800,17.51494652970647
泸州市,156510500,5.284197839711851
沈阳市,156210100,5.254026573440457
邯郸市,156130400,8.507076523401997
马鞍山市,156340500,7.813452809299482
日照市,156371100,19.432466900003483
三亚市,156460200,167.7004617589495
十堰市,156420300,13.680636628812286
呼和浩特市,156150100,13.304474811049714
德宏傣族景颇族自治州,156533100,11.081415552752835
梧州市,156450400,21.302680362857817
枣庄市,156370400,12.403253304409894
安阳市,156410500,8.152232155502402
怀化市,156431200,7.1478104880868045
阳泉市,156140300,14.320207704203783
保亭黎族苗族自治县,156469029,198.3269843392135
中农发山丹马场,156629700,0.0
鹰潭市,156360600,11.038936911232854
陵水黎族自治县,156469028,93.14326634969169
博尔塔拉蒙古自治州,156652700,7.45179341192356
乐东黎族自治县,156469027,21.991041587787883
辽源市,156220400,2.739042426691176
齐齐哈尔市,156230200,0.7560875311100125
龙岩市,156350800,17.153953963899788
天门市,156429006,1.8171076432720463
潜江市,156429005,3.6136841115405898
邢台市,156130500,13.465820544540602
仙桃市,156429004,6.800062506528944
绥化市,156231200,0.9149255842527951
丹东市,156210600,1.9231166647405693
滨州市,156371600,8.155639237482474
镇江市,156321100,20.019460612297824
昌江黎族自治县,156469026,36.36357137728726
周口市,156411600,3.539074274424266
白沙黎族自治县,156469025,110.45077703989817
临高县,156469024,6.044581421217386
吐鲁番市,156650400,16.173931429014374
澄迈县,156469023,40.46730782875802
长沙市,156430100,56.24797964995375
屯昌县,156469022,41.6165152297924
定安县,156469021,29.339654304397627
海口市,156460100,93.66486740150313
乐山市,156511100,7.071240386390422
凉山彝族自治州,156513400,4.256915610840381
桂林市,156450300,16.685255545323894
东营市,156370500,38.095636071954054
鹤壁市,156410600,9.662268895141086
娄底市,156431300,10.283295695369619
包头市,156150200,4.6118480261826305
锡林郭勒盟,156152500,1.7143757552326677
琼中黎族苗族自治县,156469030,19.413217443080345
长治市,156140400,11.817276836661359
赣州市,156360700,32.14943169193594
莲花山风景林自然保护区,156629800,0.0
通化市,156220500,6.592804100815074
巴音郭楞蒙古自治州,156652800,8.544656361193596
上海市,156310000,72.40787504139864
鸡西市,156230300,0.957568951031559
宁德市,156350900,14.569028486636103
保定市,156130600,13.709708876154695
菏泽市,156371700,4.75640054410126
崇左市,156451400,8.223945534333074
黑河市,156231100,2.6821447101408062
扬州市,156321000,14.571361374310827
驻马店市,156411700,4.851650580270282
哈密市,156650500,13.486890054605826
株洲市,156430200,16.566405040679175
锦州市,156210700,1.6310844921619305
肇庆市,156441200,25.44429009788092
恩施土家族苗族自治州,156422800,8.728192848517233
宜昌市,156420500,19.638080715950466
怒江傈僳族自治州,156533300,4.258042563034736
柳州市,156450200,35.71316251806527
