NAME_1,NAME_2,GID_1,GID_2,Gini_Coefficient
Hainan,Danzhou,460000,460400,0.8723275061814205
Hainan,Haikou,460000,460100,0.530963525399984
Hainan,NULL,460000,0,0.8941437441229014
Hainan,"Sansha
",460000,460030,0.717745595066527
Hainan,Sanya,460000,460200,0.5610942054990808
Neimenggu,Alashan,150000,152900,0.8011660629590749
Neimenggu,Baotou,150000,150200,0.9324212015133696
Neimenggu,Bayannaoer,150000,150800,0.9790384951310249
Neimenggu,Chifeng,150000,150400,0.9947543119140343
Neimenggu,Eerduosi,150000,150600,0.9243685641900113
Neimenggu,Huhehaote,150000,150100,0.9002975071814642
Neimenggu,Hulunbeier,150000,150700,0.9878809605842671
Neimenggu,Tongliao,150000,150500,0.992540867985266
Neimenggu,Wuhai,150000,150300,0.9825290712822379
Neimenggu,Wulanchabu,150000,150900,0.9912960712296813
Neimenggu,Xilinguole,150000,152500,0.9938065195441804
Neimenggu,Xingan,150000,152200,0.9962721574549349
Sichuan,Abazangzuqiangzu,510000,513200,0.9685770679062508
Sichuan,Bazhong,510000,511900,0.9596365976533145
Sichuan,Chengdu,510000,510100,0.6784516369523717
Sichuan,Dazhou,510000,511700,0.9560630541486714
Sichuan,Deyang,510000,510600,0.9349452975176737
Sichuan,Ganzizangzu,510000,513300,0.9811153798144256
Sichuan,Guangan,510000,511600,0.9737002983538134
Sichuan,Guangyuan,510000,510800,0.9206693643906954
Sichuan,Leshan,510000,511100,0.9270381037939127
Sichuan,Liangshanyizu,510000,513400,0.9835831826572174
Sichuan,Luzhou,510000,510500,0.9556535625463622
Sichuan,Meishan,510000,511400,0.9423571124555729
Sichuan,Mianyang,510000,510700,0.892204396728638
Sichuan,Nanchong,510000,511300,0.9461422858302769
Sichuan,Neijiang,510000,511000,0.9416194002557398
Sichuan,Panzhihua,510000,510400,0.963551815619563
Sichuan,Suining,510000,510900,0.9692641786690336
Sichuan,Yaan,510000,511800,0.9183874744575812
Sichuan,Yibin,510000,511500,0.9289371491238135
Sichuan,Zigong,510000,510300,0.9525756769645232
Sichuan,Ziyang,510000,512000,0.9421167470917811
Heilongjiang,Daqing,230000,230600,0.9849325875373717
Heilongjiang,Daxinganling,230000,232700,0.9814146160100173
Heilongjiang,Haerbin,230000,230100,0.9445288694284856
Heilongjiang,Hegang,230000,230400,0.9687790492198327
Heilongjiang,Heihe,230000,231100,0.9720895652520555
Heilongjiang,Jiamusi,230000,230800,0.9754846312280412
Heilongjiang,Jixi,230000,230300,0.995736932465523
Heilongjiang,Mudanjiang,230000,231000,0.9591518760443764
Heilongjiang,Qiqihaer,230000,230200,0.9893912866015119
Heilongjiang,Qitaihe,230000,230900,0.9924237145169564
Heilongjiang,Shuangyashan,230000,230500,0.9884915251404515
Heilongjiang,Suihua,230000,231200,0.9919762506046261
Heilongjiang,Yichun,230000,230700,0.9952652268235154
Xinjiang,Akesu,650000,652900,0.9656997569932095
Xinjiang,Aletai,650000,654300,0.9623617321711909
Xinjiang,Bayinguolengmenggu,650000,652800,0.9379302426345287
Xinjiang,Boertalamenggu,650000,652700,0.9961527945840053
Xinjiang,Changjihuizu,650000,652300,0.9697625154562517
Xinjiang,Hami,650000,650500,0.9213967320695977
Xinjiang,Hetian,650000,653200,0.9914998222725897
Xinjiang,Kashi,650000,653100,0.9824977898529194
Xinjiang,Kelamayi,650000,650200,0.8948127586472285
Xinjiang,Kezilesukeerkezi,650000,653000,0.9661820045039878
Xinjiang,NULL,650000,0,0.9524074997517635
Xinjiang,Tacheng,650000,654200,0.994257865920849
Xinjiang,Tulufan,650000,650400,0.9596474576097563
Xinjiang,Wulumuqi,650000,650100,0.8771552130145739
Xinjiang,Yilihasake,650000,654000,0.9089498895558292
Gansu,Baiyin,620000,620400,0.97319500887293
Gansu,Dingxi,620000,621100,0.9775055402788436
Gansu,Gannanzangzu,620000,623000,0.9815767915861046
Gansu,Jiayuguan,620000,620200,0.9416392959436596
Gansu,Jinchang,620000,620300,0.9695218389264482
Gansu,Jiuquan,620000,620900,0.9432472736114269
Gansu,Lanzhou,620000,620100,0.7369757040686467
Gansu,Linxiahuizu,620000,622900,0.9763202539630633
Gansu,Longnan,620000,621200,0.9942809287161011
Gansu,Pingliang,620000,620800,0.9421964349061152
Gansu,Qingyang,620000,621000,0.9582087297745077
Gansu,Tianshui,620000,620500,0.9717920014504762
Gansu,Wuwei,620000,620600,0.9786127375901521
Gansu,Zhangye,620000,620700,0.9034352335314457
Hebei,Baoding,130000,130600,0.9280209296356347
Hebei,Cangzhou,130000,130900,0.9605204163555319
Hebei,Chengde,130000,130800,0.9763535088589017
Hebei,Handan,130000,130400,0.9585053734941189
Hebei,Hengshui,130000,131100,0.9659980565474965
Hebei,Langfang,130000,131000,0.9061042832065184
Hebei,Qinhuangdao,130000,130300,0.9399654764985531
Hebei,Shijiazhuang,130000,130100,0.8454740472219527
Hebei,Tangshan,130000,130200,0.8906994017959171
Hebei,Xingtai,130000,130500,0.9426588695630221
Hebei,Zhangjiakou,130000,130700,0.9209643354750746
Xizang,Ali,540000,542500,0.9583351502914754
Xizang,Changdu,540000,540300,0.9962364061058709
Xizang,Lasa,540000,540100,0.9202348528897529
Xizang,Linzhi,540000,540400,0.9580707856867938
Xizang,Naqu,540000,540600,0.9966205417474072
Xizang,Rikaze,540000,540200,0.9857563734733455
Xizang,Shannan,540000,540500,0.9866858132158183
Jiangxi,Fuzhou,360000,361000,0.9608168660798021
Jiangxi,Ganzhou,360000,360700,0.8691947585237376
Jiangxi,Jian,360000,360800,0.9635488088367337
Jiangxi,Jingdezhen,360000,360200,0.8618549076696701
Jiangxi,Jiujiang,360000,360400,0.9318280620983314
Jiangxi,Nanchang,360000,360100,0.714913875256648
Jiangxi,Pingxiang,360000,360300,0.9259685111552104
Jiangxi,Shangrao,360000,361100,0.9621951938362836
Jiangxi,Xinyu,360000,360500,0.9221505835814272
Jiangxi,Yichun,360000,360900,0.9711781835871549
Jiangxi,Yingtan,360000,360600,0.9631857548079775
Hunan,Changde,430000,430700,0.9402041753262531
Hunan,Changsha,430000,430100,0.6308317817973225
Hunan,Chenzhou,430000,431000,0.9315717951410257
Hunan,Hengyang,430000,430400,0.9397370525483877
Hunan,Huaihua,430000,431200,0.9596983875405152
Hunan,Loudi,430000,431300,0.9458128542012239
